1.50E+08,28.8
1.80E+08,28.08
2.09E+08,25.92
2.40E+08,23.04
2.70E+08,33.84
3.00E+08,33.84
3.29E+08,30.96
3.60E+08,28.8
3.89E+08,27.36
4.20E+08,36
4.49E+08,33.84
4.80E+08,33.12
5.10E+08,31.68
5.40E+08,29.52
5.69E+08,36.72
5.99E+08,35.28
